,train_loss,val_loss,val_accuracy
0,1.1666545510947328,3.3872605579728727,10.9
1,0.5131918817927358,0.5793682759797462,86.92
2,0.4117198301262498,0.4050984264164333,89.81
3,0.370204986466681,0.3510165181570879,90.36
4,0.3464326067580552,0.3256767836732377,90.93
5,0.3303177877020445,0.3095132535140364,91.25
6,0.3180608547657898,0.2975760447638136,91.48
7,0.3084689870841236,0.29045391688204447,91.76
8,0.30025819476401466,0.2824262899940059,92.05
9,0.2928916360879752,0.2768820737739426,92.2
10,0.286450244278446,0.2713690711498988,92.31
11,0.28021776630701783,0.2662384440949415,92.5
12,0.2746423060709476,0.2628813311198278,92.73
13,0.2692571985078466,0.2573034308413284,92.79
14,0.26413838769261805,0.25304131316795225,92.8
15,0.25932498232515067,0.2500929203691177,92.99
16,0.2543469585883518,0.24558466581224647,93.2
17,0.24968169526035278,0.242185071808789,93.14
18,0.24511449597790594,0.23773473755659696,93.4
19,0.2406054869658257,0.23572891071870372,93.45
20,0.23641571658160873,0.23117393630623206,93.56
21,0.23193697135194577,0.22710587628797008,93.69
22,0.2280112765053572,0.22379676316557212,93.77
23,0.22398965752695382,0.22101932085293283,93.94
24,0.22002377029451614,0.21829887833995973,94.01
25,0.21631273605993864,0.2158979919142585,94.06
26,0.2128024322233044,0.21311562066258274,94.23
27,0.20921234693864232,0.20976531176188468,94.35
28,0.20613527563713843,0.20775054935218287,94.34
29,0.20264160657485633,0.20529056549912583,94.43
30,0.1998653194650705,0.20234784688006077,94.48
31,0.19676664915272302,0.19979815110016072,94.59
32,0.19397596981257903,0.1975794508481898,94.57
33,0.19125976332095682,0.19590014071954148,94.61
34,0.1886173351412725,0.19443759074785977,94.64
35,0.1860308569432912,0.1920892707868638,94.81
36,0.18346321784976152,0.19017526053053466,94.79
37,0.18097059255372724,0.18762907483032154,94.91
38,0.1787636734933442,0.18584973148554956,94.91
39,0.17630523942360937,0.1842830892666931,94.91
