,train_loss,val_loss,val_accuracy
0,1.9510279728128141,2.64305710311932,9.63
1,1.3149997259807922,1.5465008790610377,66.8
2,0.9623325519823116,1.0719251353506616,78.99
3,0.7678075707336499,0.8046692465167188,83.58
4,0.6562970886052029,0.6590196881234809,85.39
5,0.5857638988795609,0.5724882236268847,86.51
6,0.5371241420349675,0.5154779568596752,87.41
7,0.5016564039901054,0.47573107231649836,88.13
8,0.4745220466016296,0.44597098534400936,88.59
9,0.4531501882613189,0.4233750710096533,88.86
10,0.4359235818153879,0.40544552282235735,89.24
11,0.42163815485280365,0.39077692426866795,89.56
12,0.4094916338973873,0.37869484553343674,89.7
13,0.399214623765247,0.36849808063857514,89.89
14,0.3902937822797196,0.3597748084161376,90.08
15,0.38228831331780494,0.3520223277489998,90.21
16,0.3752645224798069,0.3455673748876693,90.39
17,0.3690464075215057,0.33959285589723376,90.46
18,0.36331694058276526,0.3340426094105129,90.57
19,0.3580494194071332,0.32921896951332735,90.72
20,0.3533508310540331,0.32494717463699657,90.8
21,0.3488353830880655,0.32078784553598166,90.93
22,0.34474675947179384,0.3170405990746933,91.01
23,0.34092241300437737,0.31351985005904776,91.04
24,0.3372954539875652,0.31061405504297157,91.05
25,0.3340765118005126,0.30816960816063865,91.22
26,0.33094191694428393,0.3045917249455476,91.28
27,0.3278634352238748,0.30214920176516835,91.37
28,0.3251353529473077,0.29964204628750585,91.41
29,0.32244729800327643,0.29722957056863003,91.45
30,0.31989879336424526,0.2951614763422239,91.6
31,0.31751474193435025,0.2929684771414949,91.67
32,0.3152052685274828,0.2909668994195165,91.74
33,0.31306645479263656,0.28941695146016466,91.79
34,0.31094325632055325,0.28736551103702784,91.87
35,0.30887567280399564,0.285642492444512,91.89
36,0.30695499059979253,0.28389743415891155,91.95
37,0.30509356850328306,0.2822398074823363,92.01
38,0.3032634816312177,0.28096396226120307,92.03
39,0.3015780915345742,0.27942287495356327,92.07
