,train_loss,val_loss,val_accuracy
0,2.1540332568810596,3.3188339770241764,9.83
1,1.5013597762665862,1.7264095159138444,55.66
2,1.115279358056033,1.2409461785154705,73.96
3,0.8851869541882779,0.9374501280435005,79.43
4,0.7475053528430197,0.7618966117528484,82.43
5,0.658316054093038,0.6531196123854471,84.4
6,0.5968209866347176,0.5813569018201068,85.67
7,0.5520086225274409,0.5302237796444804,86.6
8,0.5182222796868448,0.4924394422823433,87.21
9,0.49181148404465036,0.4639881293124214,87.66
10,0.4706683106223062,0.4413486952059201,88.19
11,0.4533937279657106,0.4232310118749022,88.53
12,0.43893542731275526,0.4086422620900757,88.77
13,0.42673084930924493,0.3961796853158205,88.94
14,0.41619827019560135,0.3855656966776961,89.16
15,0.4070604978461095,0.3769390102309954,89.31
16,0.399069978376881,0.36914287961411285,89.44
17,0.39193714185898193,0.3623310560228411,89.53
18,0.3856219140173516,0.35587822908642575,89.81
19,0.3799046529996882,0.35109768940642017,90.06
20,0.37459054417249155,0.3460907082938415,90.07
21,0.36987945912351533,0.3420571568139733,90.22
22,0.3655857911060873,0.3375725266300299,90.33
23,0.36152254597344297,0.3335780500813658,90.48
24,0.3577866091548261,0.330479834585222,90.54
25,0.3542537528935474,0.3270009542851183,90.64
26,0.35097648512805785,0.32403824640409307,90.76
27,0.3479411062328959,0.3211853462687857,90.8
28,0.34500371335612234,0.31887906571921043,90.86
29,0.34227129820647695,0.3165186777352806,90.92
30,0.33964891565222133,0.314343585912438,90.94
31,0.337175977995731,0.31185008704683564,91.06
32,0.33481322267898644,0.3097732552903086,91.1
33,0.33259149095378054,0.308008738869526,91.12
34,0.33038817771598733,0.3060527757039359,91.18
35,0.328376827935061,0.3042477687179176,91.21
36,0.3263923663449234,0.30267507149509254,91.27
37,0.3245922386987243,0.3010823334582748,91.33
38,0.32275134757448654,0.299512186421475,91.38
39,0.32098205229436694,0.29816810209454186,91.41
