,train_loss,val_loss,val_accuracy
0,1.1846218715333718,2.6619026443567777,10.89
1,0.5199925238361793,0.5920048079001101,86.59
2,0.41686320297413093,0.41112025620009307,89.29
3,0.3746158780549133,0.3575372624189804,90.28
4,0.3499638770036629,0.32864629790287464,90.81
5,0.333146588446279,0.3127702228099707,91.34
6,0.3208005207708994,0.3010146311873313,91.35
7,0.310778097881471,0.29093795584099347,91.73
8,0.30257602967996816,0.28396425064856046,91.9
9,0.29567433360378,0.2777054666541178,92.06
10,0.2896133158488949,0.27302474058328186,92.21
11,0.2842771433794148,0.2680897074823074,92.28
12,0.27902958110039366,0.26406217227442996,92.43
13,0.27499847701372465,0.26201946107989854,92.42
14,0.27082134033204686,0.25722005087392397,92.54
15,0.2667060635250037,0.2528973773350349,92.86
16,0.26330522500312853,0.25053040902039164,92.9
17,0.259666568637005,0.24830433601465807,92.97
18,0.25651910391730814,0.2463489867034666,93.02
19,0.25340491948280885,0.24231509791057207,93.24
20,0.2502155255345166,0.24084968725173345,93.25
21,0.24739864414371612,0.23884781160584911,93.27
22,0.24465758180350786,0.2361452762448566,93.43
23,0.24226221197620215,0.23395562737140832,93.46
24,0.23951445621846817,0.23314440375054554,93.53
25,0.23689687963349662,0.23033546844211045,93.65
26,0.2346468167231179,0.22791413496856408,93.69
27,0.232438505850573,0.2272946812382433,93.63
28,0.23003154341991008,0.22473487604670037,93.74
29,0.22803266831303268,0.2236947704510202,93.74
30,0.22587106554154698,0.22221369898479906,93.76
31,0.22369539580611575,0.2203657165279532,93.84
32,0.22170666041107456,0.22075996578187373,93.9
33,0.21993118459795744,0.21760640276194484,93.91
34,0.21767994605788782,0.21558162484914115,94.02
35,0.21592015705813855,0.21495039372350402,94.07
36,0.21407238000479145,0.21342113148991038,94.11
37,0.2125056864925837,0.21110654906597734,94.12
38,0.21038270459853178,0.2099691614013257,94.18
39,0.20861906167981714,0.20914414206628876,94.21
