,train_loss,val_loss,val_accuracy
0,1.2054909903616686,3.4738963068329927,10.36
1,0.5409702658397187,0.6211783865012908,85.65
2,0.4198055901680881,0.42183271234792963,89.05
3,0.37013277725410226,0.3588799935794633,90.38
4,0.3423836580439966,0.3263341546883165,91.07
5,0.323622755861083,0.30697379375756273,91.39
6,0.30959580239197987,0.29338618558397467,91.67
7,0.2980183638980073,0.2822885601897806,91.95
8,0.2880539358707472,0.2729247873082579,92.21
9,0.2793251900150478,0.2650698401013041,92.36
10,0.2714660827453619,0.2584290264335467,92.65
11,0.2639571998708367,0.2508515173504843,92.91
12,0.2571669015670525,0.24422962798817338,93.15
13,0.2506246290451518,0.23868011795399371,93.34
14,0.24451227113033555,0.23335194663442813,93.46
15,0.23891950782947144,0.22822811388199735,93.58
16,0.2334958133826861,0.22467599689121676,93.72
17,0.2285105161241247,0.22131581062451214,93.71
18,0.22370623212060312,0.21672766110859729,93.97
19,0.21912257252453435,0.21337276689247542,93.97
20,0.2148845353974914,0.20840606308483303,94.15
21,0.21078373809415804,0.2051086277894687,94.3
22,0.20686543550068795,0.20249145653494288,94.56
23,0.20303610440821362,0.19888035633442738,94.42
24,0.1997113537057547,0.19726377093021633,94.46
25,0.19621094020300553,0.19397466259497773,94.71
26,0.19313755901499652,0.19108530488542289,94.79
27,0.1899116645962557,0.1887768635729135,94.91
28,0.18682387591666674,0.18587606904466505,94.96
29,0.18418378330537657,0.1843415466580651,94.89
30,0.1813644199158119,0.18271110793023676,94.93
31,0.1788576049310937,0.18044050764756173,95.02
32,0.1761542179449433,0.17837580767678515,95.23
33,0.17389507147665412,0.1766510487740562,95.09
34,0.17155313125734045,0.1756573799386388,95.2
35,0.1694414011892602,0.17400426919264914,95.17
36,0.16709233053327413,0.17238578907329172,95.22
37,0.16491172536894727,0.17052688947452885,95.28
38,0.16291647775728643,0.16928769362346166,95.33
39,0.16072997810434642,0.1679576278838579,95.3
