,train_loss,val_loss,val_accuracy
0,0.8493899858606488,2.896765727390655,10.13
1,0.39924222935621023,0.4167459224537567,89.34
2,0.34320308688879947,0.3333857236850478,90.58
3,0.31580873739079385,0.3039223617538144,91.3
4,0.29686370239000925,0.28380659152130416,91.96
5,0.2825930112170506,0.26944730687075447,92.35
6,0.2706354610335006,0.2601455168755789,92.66
7,0.26033715888179165,0.24908037815216286,93.03
8,0.2515560844541754,0.24127057138150862,93.12
9,0.24316222427211268,0.23356935328670214,93.47
10,0.23576315282384927,0.22735340613018243,93.69
11,0.22889901560563522,0.22211635757100162,93.74
12,0.22247714095089646,0.21700415401367346,93.91
13,0.2164562997649892,0.2121544560294332,94.12
14,0.2106994399749767,0.2062303539512944,94.28
15,0.20519227524475278,0.2007026324004394,94.41
16,0.20063502857123344,0.19824805885481134,94.42
17,0.1959163634761651,0.1928613879674901,94.71
18,0.1917331705547544,0.1904847252565183,94.73
19,0.18764109404849588,0.18754301031779788,94.72
20,0.1838137818339382,0.18602335378907392,94.9
21,0.18051298308744265,0.1807699870684685,94.9
22,0.17720363366743735,0.17903154708327146,94.87
23,0.17418018033820099,0.17765154794064753,94.89
24,0.17099926362685897,0.175129899591336,95.07
25,0.1683456030566252,0.1723987132051665,95.12
26,0.1661994322679661,0.1697537275651446,95.26
27,0.16359861402487383,0.1674013758097179,95.29
28,0.160927826441811,0.16716228125269586,95.21
29,0.1588379567385317,0.16486290612452761,95.38
30,0.15685399113897713,0.16269211560686242,95.4
31,0.15455003603919906,0.16180770943289613,95.43
32,0.15274350772785553,0.15831426613592708,95.51
33,0.15093710071685648,0.15854940902413062,95.5
34,0.14889870017062104,0.15586332092061728,95.51
35,0.14735793935355987,0.15593710649922846,95.53
36,0.14539554328700122,0.15622705386888633,95.55
37,0.14388622441864707,0.15371662250832988,95.71
38,0.1421857469076483,0.15271316053742615,95.7
39,0.14089182095033498,0.15185948501255683,95.74
