,train_loss,val_loss,val_accuracy
0,1.9883447459381878,2.8538392478899546,8.56
1,1.2643588871000142,1.525895876706665,71.18
2,0.9104701274445252,1.0116703845809276,81.15
3,0.7323711564891713,0.762503330055272,84.74
4,0.6312370022908848,0.6310519521322068,86.14
5,0.5668062265558288,0.5521946494108981,87.25
6,0.5222537273131597,0.5006074382729822,87.94
7,0.48937971759321597,0.4638787804296049,88.44
8,0.4639959639944986,0.4364759897730599,88.85
9,0.4437928545418777,0.4151434428909858,89.2
10,0.4272931811193969,0.39819846309133394,89.52
11,0.41343545885554084,0.3845206984519957,89.71
12,0.4017204778436767,0.3729173402002268,90.12
13,0.3915107721776131,0.36302068564869716,90.35
14,0.38264231132502224,0.3548109559481878,90.46
15,0.374740426892381,0.347126065382999,90.58
16,0.36771468523768075,0.34072644030505406,90.64
17,0.361295860003992,0.3347741747185822,90.8
18,0.35537468066052175,0.32931123277063623,90.91
19,0.35024342132710357,0.32479610644401,91.0
20,0.34542609918077394,0.32021938734967487,91.07
21,0.3408661595927277,0.3160577908525306,91.16
22,0.3366509098214726,0.3120659933811936,91.23
23,0.33271174441304696,0.308714517212338,91.21
24,0.32896215008852997,0.30514210793959806,91.3
25,0.3254955134676858,0.30242232727426865,91.34
26,0.32222279943749693,0.29919024912731573,91.47
27,0.3190339974784802,0.29649922738753853,91.59
28,0.3159987409078069,0.29393630603928483,91.69
29,0.3131936995784957,0.2913018966758228,91.77
30,0.3104565313883953,0.2890092659802655,91.81
31,0.3077967425835811,0.2866030099999458,91.92
32,0.3053094283903162,0.28467502796696803,91.87
33,0.3029386933472015,0.28242111551988464,91.98
34,0.30061356013659174,0.2803312423431678,92.0
35,0.2983324931597092,0.27874771567127715,92.1
36,0.2961629823359161,0.2766274672850331,92.11
37,0.2940900387314203,0.274847620597405,92.08
38,0.29206631313159326,0.27278925477332366,92.2
39,0.2900169609599507,0.27134201815630166,92.18
