,train_loss,val_loss,val_accuracy
0,0.8597821061226962,3.6042342642850245,9.61
1,0.39656476221029613,0.40616133956295386,89.04
2,0.34269313117230604,0.3267972890329248,90.83
3,0.31471873123262245,0.29852465051140714,91.68
4,0.2952053543644555,0.27804338901096326,92.18
5,0.27990245622222143,0.26439274091561044,92.4
6,0.26665868007783533,0.25364465049478113,92.81
7,0.2550570792041407,0.24277198580952136,93.09
8,0.2447699822667748,0.23540515796748035,93.4
9,0.2351836874103026,0.22622550623719168,93.61
10,0.22652334409183278,0.2201955440244657,93.85
11,0.2183008429425574,0.21326640302378777,94.09
12,0.2113252462664875,0.20950653294266403,94.29
13,0.2043402840608671,0.20092303475593432,94.52
14,0.1977729075533926,0.1957964915214719,94.58
15,0.19171428687439085,0.19096421712248893,94.69
16,0.18616702034568328,0.18731771282626047,94.76
17,0.1808952976224101,0.18175989923414088,94.94
18,0.17602521809756982,0.1781523390108094,95.07
19,0.1714017214800788,0.17488080347773247,95.09
20,0.16721331199064493,0.17274705587677253,95.18
21,0.16293041977383077,0.16823421834885285,95.34
22,0.15935958820073903,0.16528567317192092,95.3
23,0.1556224658298645,0.16206229914501635,95.51
24,0.152078557806701,0.1590871105102528,95.58
25,0.14913452659925922,0.15861691737309436,95.53
26,0.1462172679695955,0.15478644701788916,95.78
27,0.1433584046582553,0.15310995600658683,95.77
28,0.14054484456515948,0.15198382123261112,95.74
29,0.13803119471480513,0.15015126064761225,95.79
30,0.13560229149143418,0.14731262246184698,96.03
31,0.13316236597726083,0.14696822165213502,95.98
32,0.13112437719309186,0.14556133152861547,95.99
33,0.12895135061319843,0.1423373923348918,96.07
34,0.12720987464814837,0.14130406320457908,96.13
35,0.12513302412477087,0.13981860958448555,96.18
36,0.12336364230236257,0.1389206873131553,96.12
37,0.12165550247844563,0.1369013794940321,96.31
38,0.11985739479857797,0.13654955744919203,96.2
39,0.11826863920628317,0.13692672024030775,96.25
