,train_loss,val_loss,val_accuracy
0,0.8987339189466204,2.696672843311372,10.47
1,0.42146569987164434,0.4456683195758919,88.45
2,0.36019077195755106,0.349480618266326,90.29
3,0.3312242811824135,0.3159870262533867,90.98
4,0.31282460314841076,0.2999919687073507,91.35
5,0.2989865161178498,0.28553253524529426,91.78
6,0.28814044602662275,0.27600148913568945,92.13
7,0.2779739114174571,0.26394385529887016,92.54
8,0.2693465304212007,0.2586001550050061,92.61
9,0.2613435330569285,0.25028449754997306,92.71
10,0.2537882342946004,0.24513546657217475,93.14
11,0.24634306041766912,0.23817626140852452,93.22
12,0.23943558442789156,0.23223822919514364,93.53
13,0.23311762125293026,0.22964492736517794,93.46
14,0.22690001728661494,0.22276272426410082,93.96
15,0.22164868374480845,0.21988650003070828,93.81
16,0.21683766147422495,0.21647609853537497,94.06
17,0.21231060524351822,0.21252432629773021,94.01
18,0.20826677409382718,0.2112993450261744,94.13
19,0.20430949739600177,0.20507692734618385,94.26
20,0.20085110591508312,0.2043655128576088,94.31
21,0.1975433705687042,0.2011770266056308,94.37
22,0.19437786150365272,0.20001376556574005,94.47
23,0.19159386173566123,0.19815428278542574,94.42
24,0.18888570398523752,0.19625496285240132,94.56
25,0.1864618049291052,0.1949980415248658,94.49
26,0.1837952131866499,0.19419282464226878,94.65
27,0.18146402630316671,0.19386809980348732,94.72
28,0.17949109540508795,0.1912876124660054,94.75
29,0.17700869153233315,0.18973250524339594,94.8
30,0.17501217667909277,0.1871464089715661,94.87
31,0.17324386166759945,0.188157375011197,94.81
32,0.17130656524916474,0.1857501935348348,94.93
33,0.16938566573687477,0.18664709456436157,94.97
34,0.16778049341875945,0.18562105320781758,94.83
35,0.16610505529848527,0.18302381682066962,95.03
36,0.16450657678198896,0.18180525969040018,94.94
37,0.16329482754280442,0.18162507499767766,94.98
38,0.16147991431854908,0.18349119915964945,95.0
39,0.16014401171338902,0.1817500962950914,94.99
