,train_loss,val_loss,val_accuracy
0,0.8934238245287939,3.2904795001197984,9.51
1,0.4041942083265962,0.42484680612467257,89.29
2,0.34739468142011376,0.3357244389319338,90.58
3,0.3199124180652254,0.30662625452098213,91.34
4,0.3020484625412336,0.2863102829994087,91.84
5,0.28867793974399253,0.2724174383817091,92.18
6,0.27759787476521897,0.26350552155492485,92.43
7,0.26799050450361245,0.2541169673118906,92.67
8,0.2598621399163743,0.2477881944233608,92.97
9,0.2521687368229566,0.24081279359333416,93.06
10,0.24515066474972494,0.23424495570290282,93.26
11,0.23876312191649318,0.22937508578868795,93.41
12,0.23264624206392506,0.2244576516164177,93.8
13,0.22684702566043205,0.21925026016036117,93.9
14,0.22160799817497553,0.2145884740152344,94.07
15,0.21647916093846284,0.21131883569197407,94.01
16,0.21214363850616874,0.20657749433993855,94.36
17,0.2078250479965012,0.20383231498231366,94.45
18,0.20387532780615228,0.20180240433782867,94.4
19,0.19973388573090317,0.197809813488407,94.54
20,0.1962181620563786,0.19726630156915265,94.43
21,0.1929922816309928,0.19505498170015134,94.7
22,0.18942206670676082,0.18927924805863805,94.78
23,0.18641364130202778,0.18828716247633567,94.88
24,0.18361702956007067,0.18701759516066363,94.86
25,0.18084414080102165,0.18682647512404785,94.86
26,0.1784414319127689,0.18531574073138649,94.98
27,0.17591669881097635,0.1820091382131513,94.95
28,0.17372301851450203,0.18140961236137176,94.85
29,0.17158304468297042,0.18110973683880047,94.9
30,0.1696458171769791,0.17834029396607648,95.04
31,0.16756619372169948,0.17804497328388919,95.02
32,0.16571802188220527,0.17668251114792843,95.1
33,0.1641905186009151,0.17583641449036128,95.19
34,0.16223136775913602,0.1752635332784924,95.08
35,0.16068106423063294,0.17399689160857915,95.15
36,0.1589204260548932,0.17238976391291688,95.12
37,0.15743328067180395,0.17263860012278534,95.12
38,0.1557998566159562,0.1728218619930836,95.05
39,0.1543017160829137,0.17308216638648236,95.04
